countryname,wbcode,iso3,region,incgroup2,incgroup4,fragile,survey,year,status,cohort,parent,child,obs,P1,P2,P3,P4,P5,C1,C2,C3,C4,C5,MEANp,MEANc,SDp,SDc,GINIp,GINIc,IGP,NL1,NL2,COR,MAcatM,MAcatC1,Q4_IGpri,BHQ1,BHQ2,BHQ3,BHQ4,Q4BH,Q4child,Delta50,Asher_Q4_IGpri,ThreeGen_obs,ThreeGen_IGPp1,ThreeGen_IGPg1,ThreeGen_IGPgsd,All2125_MEANp,All2125_MEANc,All2125_IGP,All2125_MAcatC1,Cores2125_MEANp,Cores2125_MEANc,Cores2125_IGP,Cores2125_MAcatC1,Shortfall0611_obs,Shortfall0611_IGP,Shortfall1217_obs,Shortfall1217_IGP,IGEincome,S1,S2,S3,MLD_psu
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1970,Retrospective question,1970,mom,all,1093,.3099878430366516,.3404103517532349,.2024117559194565,.0720833539962769,.0751066878437996,.0171183031052351,.0722879618406296,.2725328505039215,.247422605752945,.3906382620334625,5.483811855316162,14.77559471130371,4.885855197906494,4.354199886322022,.47602659,.16848627,.3544423580169678,.4169012904167175,-.0042303148657084,.3977203965187073,.8725060224533081,.8813014626502991,.4455685019493103,.35746911,.26505101,.21636748,.16111241,.27141547,.25056097,11.900527,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1970,Retrospective question,1970,mom,daughter,514,.3030833005905151,.3450936079025269,.2054459005594254,.0782186388969421,.0681585595011711,.01282390486449,.0607195943593979,.2600727677345276,.2299319952726364,.4364517331123352,5.529597759246826,15.08417987823486,4.868972301483154,4.242378234863281,.4694224,.16077694,.3329461514949799,.3229599595069885,.0006699227378704,.3821219205856323,.8787562847137451,.8835925459861755,.4353377521038055,.31933281,.24950245,.24816048,.18300427,.25416952,.25678226,12.353315,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1970,Retrospective question,1970,mom,son,579,.3161149621009827,.3362544178962708,.199719250202179,.0666388720273972,.0812724977731705,.020929180085659,.0825538039207459,.2835900187492371,.2629438638687134,.3499831259250641,5.443048000335693,14.50085735321045,4.904749870300293,4.437057971954346,.48182788,.17466152,.372360497713089,.4991783797740936,-.0086616408079863,.4116094708442688,.8669595718383789,.8792392611503601,.4553282260894775,.3906455,.27862498,.18867618,.14205337,.28686121,.24502206,11.507554,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,avg,all,790,.1135936453938484,.2897106111049652,.2683739960193634,.1831328570842743,.1451888829469681,.0068618175573647,.0589667223393917,.2609094977378845,.1847037672996521,.4885582029819489,7.789741039276123,15.484299659729,4.928988456726074,4.010456085205078,.35583138,.14757089,.3397907018661499,.6293574571609497,-.0166968945413828,.4176144301891327,.7852514982223511,.7830724120140076,.3891087472438812,.3825734,.26761225,.1998069,.15000747,.29579809,.25080851,10.37946,,,,,,8.8164148,15.209189,.20852448,.7313841,8.8726311,15.44054,.18634361,.78087342,,,115,-.026079681,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,avg,daughter,394,.0965000987052917,.306160569190979,.27254319190979,.1898565739393234,.1349395513534546,.00251704454422,.0416115671396255,.1855701506137848,.1968839466571808,.5734173059463501,7.835042476654053,16.07026290893555,4.825272560119629,3.614105939865112,.34475875,.12682156,.2368444800376892,.5766798853874207,-.0192485395818949,.3162163197994232,.8347955346107483,.8394876718521118,.3359427750110626,.2724154,.27869248,.26712453,.18176758,.28949365,.256969,11.149476,,,,,,8.8131981,15.783745,.17134845,.79235005,8.5942078,16.102493,.14422072,.85670096,,,61,-.017936841,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,avg,son,396,.130553275346756,.2733895480632782,.2642374634742737,.1764618158340454,.1553579121828079,.0111725507304072,.076185904443264,.3356585800647736,.1726190149784088,.4043639600276947,7.744958877563477,14.90505409240723,5.035139560699463,4.293627262115479,.36647812,.16467755,.4312390685081482,.6241804361343384,-.0113077694550157,.5057143568992615,.7360956072807312,.7257460355758667,.4409505128860474,.49607694,.25620693,.13045153,.1172646,.30193043,.24471866,9.5863543,,,,,,8.8193455,14.685802,.25070298,.67652655,9.1303835,14.827735,.25405678,.71017963,,,54,-.027135974,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,dad,all,798,.1613284051418304,.296482115983963,.2224058508872986,.1374690383672714,.1823145896196365,.0067900065332651,.0593967363238335,.2620646059513092,.1842668354511261,.4874818027019501,8.143621444702148,15.46842670440674,5.643863677978516,4.011559009552002,.38565642,.14781228,.2705245316028595,.4819000959396362,-.0115395952016115,.3806010484695435,.8033958077430725,.8040534853935242,.3773670792579651,.36119485,.26446471,.20649786,.16784258,.28367233,.25075427,10.779842,,,,,,8.9571409,15.199499,.17659789,.78038633,8.9739094,15.385406,.17113781,.81119925,,,115,-.016952064,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,dad,daughter,397,.136920377612114,.3364225029945374,.2154193669557571,.1347446143627167,.1764931231737137,.0024990176316351,.0434230752289295,.1842411160469055,.1954738944768906,.5743629336357117,8.188573837280273,16.07083129882813,5.520796298980713,3.611046552658081,.37161481,.12672785,.1705962121486664,.4531935155391693,-.0150544317439198,.2608182728290558,.8482978343963623,.8592538237571716,.3069797158241272,.24327002,.28218356,.28354487,.19100155,.29473829,.25667217,11.459159,,,,,,9.0022688,15.812161,.12314566,.82364887,8.7976198,16.169954,.1207798,.85807514,,,61,.0075394125,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,dad,son,401,.185385212302208,.2571164667606354,.2292917966842651,.1401542574167252,.1880522668361664,.0110192503780127,.075140543282032,.3387682735919952,.1732210516929627,.4018508791923523,8.099478721618652,14.87685871124268,5.768734931945801,4.292174816131592,.39854646,.16497169,.3588425815105438,.446136862039566,-.004873292054981,.4822887778282166,.759139895439148,.7488728761672974,.4469283819198608,.4835752,.24610727,.12655099,.14376654,.27254662,.24494284,10.07635,,,,,,8.9159679,14.640525,.2404321,.74364889,9.1268778,14.704643,.24493925,.77308601,,,54,-.029790454,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,max,all,790,.1135936453938484,.2687288224697113,.2270810902118683,.1724933683872223,.2181030809879303,.0068618175573647,.0589667223393917,.2609094977378845,.1847037672996521,.4885582029819489,9.075385093688965,15.484299659729,5.563393592834473,4.010456085205078,.34426224,.14757089,.3071855902671814,.5192757248878479,-.011067733168602,.4261346459388733,.7709574699401856,.7646568417549133,.3994979560375214,.37556466,.26498601,.2020427,.15740663,.26460606,.25085434,9.719038,.39372435,,,,,10.044755,15.209189,.20868091,.70443213,10.101651,15.44054,.20098744,.74745655,,,115,.026601126,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,max,daughter,394,.0965000987052917,.2859885096549988,.219844713807106,.1892267018556595,.208439975976944,.00251704454422,.0416115671396255,.1855701506137848,.1968839466571808,.5734173059463501,9.170858383178711,16.07026290893555,5.452056884765625,3.614105939865112,.3329246,.12682156,.217383086681366,.5625576376914978,-.017726032063365,.327933132648468,.8285152316093445,.8340606093406677,.3133853673934937,.26474848,.28988266,.26307791,.18229093,.282116,.25472528,10.499982,,,,,,10.236153,15.783745,.18022728,.76156133,10.054802,16.102493,.16586894,.81550884,,,61,.051070675,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,max,son,396,.130553275346756,.2516043484210968,.234260767698288,.1558911502361298,.2276904582977295,.0111725507304072,.076185904443264,.3356585800647736,.1726190149784088,.4043639600276947,8.981006622314453,14.90505409240723,5.676647663116455,4.293627262115479,.35527098,.16467755,.3858213126659393,.4314839839935303,-.0024175110738724,.5100982189178467,.7138506174087524,.6940803527832031,.4822463393211365,.48362455,.24076398,.14260705,.13300444,.24777932,.2470278,8.9584761,,,,,,9.8704033,14.685802,.23207249,.65480864,10.145023,14.827735,.24406983,.68577015,,,54,.009934227,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,mom,all,820,.1713263094425201,.3148515522480011,.2407288551330566,.1454661339521408,.1276271641254425,.0086172921583056,.0638150200247765,.2608867287635803,.1868999004364014,.4797810316085815,7.474999904632568,15.42298698425293,5.16762113571167,4.029236793518066,.38105237,.14891113,.301090270280838,.4838887751102448,-.0107220560312271,.3861576020717621,.8159997463226318,.8197547793388367,.4024309515953064,.37693357,.2473141,.21072814,.16502419,.29582968,.25077391,10.92631,,,,,,8.761611,15.221836,.17534283,.75862658,8.9452286,15.398438,.15518521,.75792211,,,125,-.034221657,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,mom,daughter,407,.1612100750207901,.3266285955905914,.222457617521286,.1655375212430954,.1241661980748177,.0042474223300815,.0443821139633656,.1895040273666382,.1945690363645554,.5672973990440369,7.576511859893799,16.03286170959473,5.131726264953613,3.650795459747315,.37345546,.12829682,.2238064110279083,.4599376022815704,-.0137670561671257,.314592570066452,.8672944903373718,.875327467918396,.3739688992500305,.27039555,.27127001,.27494523,.18338926,.26780859,.26124889,11.703794,,,,,,8.8306465,15.741864,.15456885,.81412029,8.9258804,15.98633,.11848949,.83458608,,,70,-.045190144,,,,,.37
Spain,ESP,ESP,High income,High-income economies,High income,0,ESS,1980,Retrospective question,1980,mom,son,413,.1812704652547836,.3032748401165009,.258689284324646,.1257361620664597,.1310292482376099,.012912830337882,.0829173773527145,.331055223941803,.1793612092733383,.3937533497810364,7.375571727752686,14.82562923431397,5.206860065460205,4.28929328918457,.38822097,.16543455,.3704001307487488,.4856682419776917,-.0067984042689204,.4496362507343292,.7655775547027588,.764695942401886,.4331974983215332,.48138681,.22380458,.14779367,.14701495,.32613754,.24051397,10.164822,,,,,,8.6943197,14.714948,.19803424,.70804036,8.9638357,14.833075,.20613226,.68965828,,,55,-.019978819,,,,,.37
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,avg,all,698,.0458183996379375,.3880072832107544,.27257439494133,.1961659491062164,.097433976829052,.0007381323957816,.0099867647513747,.1224887371063232,.4935198724269867,.3732665181159973,8.268955230712891,13.0558671951294,3.850094556808472,3.194074153900147,.25509137,.13819076,.2942988574504852,.1360308676958084,.0090166982263327,.3547439277172089,.8330737352371216,.8381515145301819,.3857551515102387,.35023507,.2692005,.19876501,.18179941,.2803449,.25142002,6.8800659,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,avg,daughter,440,.04523666203022,.3921580314636231,.2752980589866638,.1947395652532578,.0925676897168159,.0012195289600641,.0048781158402562,.0960959196090698,.4926290810108185,.4051773548126221,8.18637752532959,13.32080364227295,3.804052591323853,3.050928592681885,.25399837,.1287933,.2683028876781464,.2743613421916962,-.0003472704847809,.3345336616039276,.8568834662437439,.8617876768112183,.3856984674930573,.29171029,.27751517,.21087138,.21990316,.26806396,.27852276,7.3735099,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,avg,son,258,.0467103868722916,.3816428780555725,.2683981359004974,.1983530670404434,.1048955321311951,0,.0178199298679829,.1629572212696075,.4948857128620148,.3243371248245239,8.396359443664551,12.64711284637451,3.923920631408691,3.368351221084595,.25633809,.15067683,.3381651937961578,-.0661094933748245,.0228375550359488,.3939414918422699,.7965659499168396,.8014106750488281,.3858661353588104,.44343817,.25591633,.17950331,.12114222,.29695725,.20960492,6.0953469,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,dad,all,712,.0856768116354942,.4175209999084473,.1957906931638718,.1836475729942322,.1173639371991158,.0007236283854581,.0097905285656452,.1258655339479446,.4956463575363159,.3679739534854889,8.526004791259766,13.02029705047607,4.5262770652771,3.196420192718506,.28488791,.1386968,.233199268579483,.1589907854795456,.0040178392082453,.3302208185195923,.84486323595047,.8633745312690735,.385292261838913,.34451827,.2744284,.20223239,.17882094,.3019686,.25068092,7.1246324,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,dad,daughter,445,.0848618075251579,.4263153076171875,.1839592158794403,.1932095587253571,.1116541251540184,.0012062009191141,.0048248036764562,.0988092646002769,.4910067617893219,.4041529595851898,8.521514892578125,13.30299282073975,4.54158353805542,3.059134006500244,.28511187,.12938319,.2156376838684082,.2225254774093628,-.0003705333510879,.3201352059841156,.8654806017875671,.8794588446617127,.3997182548046112,.28192037,.2986511,.2111636,.20826492,.28594643,.28088337,7.5365796,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,dad,son,267,.0868989303708076,.4043337106704712,.2135322540998459,.1693091839551926,.1259259283542633,0,.0172367449849844,.166437029838562,.5026035308837891,.3137226700782776,8.532804489135742,12.59215354919434,4.511300086975098,3.354370594024658,.28429607,.15059672,.2604356706142426,.0634996145963669,.0107693560421467,.350260466337204,.8139470219612122,.8388620018959045,.3633514046669006,.44318253,.2362278,.18816893,.13242075,.32655632,.20493928,6.4755645,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,max,all,698,.0458183996379375,.3797802031040192,.1980062574148178,.239105835556984,.1372893154621124,.0007381323957816,.0099867647513747,.1224887371063232,.4935198724269867,.3732665181159973,9.359086990356445,13.0558671951294,4.363085746765137,3.194074153900147,.253261,.13819076,.2536473274230957,.2344467341899872,.0009613359579816,.3464806973934174,.7952457666397095,.8175585865974426,.3743706941604614,.34996745,.26399854,.21208489,.17394912,.3009344,.25141594,6.2419772,.39527905,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,max,daughter,440,.04523666203022,.3813246488571167,.1841580718755722,.2573674917221069,.1319131106138229,.0012195289600641,.0048781158402562,.0960959196090698,.4926290810108185,.4051773548126221,9.392651557922363,13.32080364227295,4.36845064163208,3.050928592681885,.25274,.1287933,.2291068136692047,.2996274530887604,-.0035320112947375,.328044980764389,.8074982762336731,.8249043226242065,.3830102682113648,.29576209,.28151065,.21895808,.20376916,.29929915,.27851602,6.6793313,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,max,son,258,.0467103868722916,.3774120509624481,.2192398607730866,.2111049592494965,.1455327570438385,0,.0178199298679829,.1629572212696075,.4948857128620148,.3243371248245239,9.307304382324219,12.64711284637451,4.362548351287842,3.368351221084595,.25379702,.15067683,.2898931801319122,.1374780386686325,.0076271425932646,.3754575848579407,.7764587998390198,.8061156272888184,.3606143891811371,.43147588,.23780759,.20170335,.12901317,.30346945,.20960492,5.5851846,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,mom,all,811,.090553916990757,.4525948464870453,.2014046162366867,.1996333450078964,.0558132529258728,.0006445574108511,.0110835200175643,.1366225481033325,.5064868927001953,.3451625108718872,7.939107418060303,12.88607501983643,4.006385326385498,3.186752319335938,.26678863,.13961038,.2481247484683991,.1289804875850678,.0071717384271324,.311942458152771,.8571860194206238,.8671649694442749,.4045153856277466,.32640213,.26351097,.21360965,.19647723,.28785363,.25079384,7.2639441,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,mom,daughter,522,.104760080575943,.4597523212432861,.1897448301315308,.1978404670953751,.0479023084044456,.0010513756424189,.0063681714236736,.1176009997725487,.5060906410217285,.3688888549804688,7.722393989562988,13.08096313476563,4.02506160736084,3.067936658859253,.27541131,.13209605,.2102305293083191,.2115438133478165,-.0000819468987174,.2758175730705261,.8693983554840088,.8817555904388428,.4022621512413025,.27652028,.28123677,.20770763,.23453531,.30290318,.27300954,7.7718501,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1940,Retrospective question,1940,mom,son,289,.0680458545684814,.4412546753883362,.2198782414197922,.2024739682674408,.0683472529053688,0,.0185544565320015,.1667600274085999,.5071147084236145,.3075708150863648,8.283697128295898,12.5761890411377,3.958785533905029,3.349031925201416,.25242135,.15029828,.3247225284576416,.0493567623198032,.0156464967876673,.3838443160057068,.8378369212150574,.8435405492782593,.4078644812107086,.41534922,.23185241,.22410612,.12869225,.26623422,.21546929,6.3592472,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,avg,all,888,.0179085191339254,.207737609744072,.3225053250789642,.2953182756900787,.1565302461385727,.0023985311854631,.0005711108678952,.0424970090389252,.5722219944000244,.3823113739490509,9.816201210021973,13.5857515335083,3.739904880523682,2.961026668548584,.21275501,.12183093,.2700990736484528,-.0727534070611,.0171116162091494,.3411468267440796,.7670072317123413,.786559522151947,.42600417137146,.34202597,.30003294,.20314121,.15479991,.27240723,.25058502,5.8657765,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,avg,daughter,535,.0267890375107527,.2042312026023865,.2885701358318329,.3135207891464233,.1668888181447983,0,.0009818043326959,.025047717615962,.5100786685943604,.4638918340206146,9.891474723815918,14.00574398040772,3.845277547836304,2.964385032653809,.21752644,.11890052,.221847802400589,.0533241182565689,.0086934715509415,.2877717912197113,.7940695881843567,.8200505375862122,.4363791048526764,.28991294,.28166735,.2271681,.20125163,.24017294,.28664684,6.5418987,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,avg,son,353,.0055592604912817,.2126136273145676,.3696956634521484,.2700058519840241,.1421256065368652,.0057339314371347,0,.0667620152235031,.6586385369300842,.2688654959201813,9.712303161621094,13.00605010986328,3.591993808746338,2.860615491867065,.20489952,.12102444,.3388124406337738,-.2108859419822693,.0261107720434666,.4254371821880341,.7293742895126343,.741331160068512,.4086934328079224,.40660486,.32282758,.17337835,.097189225,.32648361,.20081007,5.028203,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,dad,all,908,.0455642826855183,.2772823870182037,.2805728018283844,.2587051093578339,.13787542283535,.0023468069266528,.0005587949417531,.0461739078164101,.5756308436393738,.3752896785736084,9.77547550201416,13.53344440460205,4.255521774291992,2.969473361968994,.23822296,.12267058,.1926448345184326,-.0137820299714804,.0103018311783671,.2760773301124573,.7961940169334412,.820731520652771,.3764589428901672,.32386386,.28181094,.2174969,.17682829,.31352368,.25070718,6.3379798,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,dad,daughter,542,.0456506721675396,.2705426216125488,.2589715719223023,.2713994979858398,.1534356325864792,0,.0009717027423903,.0271435286849737,.510639488697052,.4612452983856201,9.938748359680176,13.99133491516113,4.298592567443848,2.968520402908325,.23823681,.11918707,.1449566632509232,.0659178718924522,.0039485180750489,.2099057883024216,.8247460126876831,.8635992407798767,.3726291060447693,.26057324,.26658404,.25020429,.22263843,.28266913,.28968886,6.9689555,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,dad,son,366,.0454473681747913,.2864034175872803,.3098061084747315,.2415255904197693,.116817519068718,.0055227791890502,0,.0719280391931534,.6635846495628357,.2589645087718964,9.55614185333252,12.91833209991455,4.192596912384033,2.861273765563965,.23704548,.12184557,.2475430071353912,-.1067392006516457,.0176628045737743,.3627223968505859,.7575541734695435,.765123188495636,.3828556835651398,.40122154,.30037522,.17749979,.12090344,.36332116,.19834068,5.568706,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,max,all,888,.0179085191339254,.1892067193984985,.2802071273326874,.3239450454711914,.1887325942516327,.0023985311854631,.0005711108678952,.0424970090389252,.5722219944000244,.3823113739490509,10.92949771881104,13.5857515335083,4.031098365783691,2.961026668548584,.20445748,.12183093,.2309328615665436,-.0609630420804024,.0132218897342682,.3143886029720306,.7284756302833557,.7521758079528809,.4032276570796967,.33859879,.30625466,.20425797,.15088859,.28886575,.25065276,5.0866094,.40504441,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,max,daughter,535,.0267890375107527,.1902545690536499,.2441209405660629,.3320070207118988,.2068284302949905,0,.0009818043326959,.025047717615962,.5100786685943604,.4638918340206146,11.00014972686768,14.00574398040772,4.207879543304443,2.964385032653809,.21262206,.11890052,.1881010979413986,.0573244579136372,.006094504147768,.2670053839683533,.7650198936462402,.7981477379798889,.4109770655632019,.2989088,.28079522,.22029069,.20000529,.26135087,.28529084,5.8056836,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,max,son,353,.0055592604912817,.187749594449997,.3303886353969574,.3127340078353882,.1635684967041016,.0057339314371347,0,.0667620152235031,.6586385369300842,.2688654959201813,10.8319787979126,13.00605010986328,3.776999235153198,2.860615491867065,.19174047,.12102444,.2977927923202515,-.1739796698093414,.0204105842858553,.3931891918182373,.6776571273803711,.69155353307724,.3905676603317261,.38693851,.33728388,.18474293,.091034681,.33403328,.20284298,4.2108564,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,mom,all,994,.0574119761586189,.2310703098773956,.2976159751415253,.3198537230491638,.0940480157732964,.002160728443414,.0021840080153197,.0555326566100121,.572708785533905,.3674138486385346,9.685835838317871,13.43219947814941,4.100365161895752,2.98289155960083,.23018448,.12416441,.2566398978233337,.0184768922626972,.0127585334703326,.3527843058109283,.7852939367294312,.796637237071991,.425023078918457,.34029746,.3052381,.20738301,.14708145,.26303262,.25058588,5.9536934,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,mom,daughter,602,.0620539262890816,.2317402809858322,.2682932019233704,.3436398208141327,.0942727699875832,0,.0021833432838321,.0366364195942879,.5130428075790405,.4481374323368073,9.745187759399414,13.85688877105713,4.186861038208008,2.978902816772461,.23467229,.12077159,.2210472226142883,.0761814638972282,.0078457975760102,.3106828629970551,.8059276938438416,.8175625205039978,.4270052015781403,.30283016,.26651415,.23308478,.19757089,.2253758,.28417906,6.6185617,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1950,Retrospective question,1950,mom,son,392,.0509102642536163,.2301319241523743,.3386866450309753,.2865379452705383,.0937332063913345,.0051871351897717,.002184938872233,.0819995179772377,.6562793850898743,.254349023103714,9.603382110595703,12.84220600128174,3.980716943740845,2.890068531036377,.22304545,.12391007,.3062849938869476,-.0268656257539988,.0175623297691345,.4218702018260956,.7563934922218323,.7673459053039551,.4218332469463348,.38896453,.35533801,.17416368,.081533782,.32486895,.20391691,5.0931754,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,avg,all,799,.006176920607686,.079251803457737,.2600362598896027,.4439961612224579,.210538849234581,0,.0026035271584988,.0492709465324879,.5664207935333252,.3817047476768494,11.32265949249268,13.50982284545898,3.381986379623413,2.870055437088013,.16626139,.11764534,.3321520388126373,.0394022427499294,.0129793798550963,.3913979232311249,.6388334035873413,.6260554194450378,.4084176421165466,.3450993,.28998065,.20683838,.15808165,.27012828,.25079808,4.0136204,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,avg,daughter,463,.0059054391458631,.0872800648212433,.2376040667295456,.4260338842868805,.2431765496730804,0,0,.041580855846405,.4732846617698669,.485134482383728,11.49488830566406,13.96371364593506,3.529863834381104,2.864657640457153,.17242762,.11485209,.3182355165481567,.0238362550735474,.013012339361012,.3921334147453308,.7008641362190247,.6702315211296082,.4130887389183044,.30044532,.24137226,.27068877,.18749367,.19521576,.27519161,4.4974408,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,avg,son,336,.0064766523428261,.0703881084918976,.2848027646541596,.4638276398181915,.1745048314332962,0,.0054779811762273,.0577612780034542,.6692488193511963,.2675119340419769,11.13287258148193,13.00965785980225,3.20514988899231,2.795582294464111,.15797533,.11600036,.3353169858455658,.1183710023760796,.0096761155873537,.3844427168369293,.5703476071357727,.5813395977020264,.4006964862346649,.39178815,.34074578,.14010784,.12735821,.39416197,.22391769,3.508302,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,dad,all,821,.0224833432585001,.141594260931015,.3079219460487366,.3740419745445252,.1539584696292877,0,.0025318765547127,.0479149781167507,.5722957849502564,.3772573471069336,10.99171829223633,13.48245906829834,3.942692995071411,2.850106477737427,.19472894,.11691523,.2395292669534683,-.0271251928061247,.0120510840788484,.3313526809215546,.7115883827209473,.7110068202018738,.3910375833511353,.34035662,.27394056,.21456116,.17114164,.29785371,.25074404,4.8615842,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,dad,daughter,473,.0215410068631172,.1447043120861054,.3012320697307587,.3491869866847992,.1833356320858002,0,0,.040709987282753,.4750194549560547,.4842705726623535,11.14263725280762,13.94320106506348,4.051052093505859,2.848489046096802,.19936793,.11430971,.2307310402393341,-.0124112544581294,.0108932610601187,.3281401097774506,.769346296787262,.7665384411811829,.406890332698822,.28584361,.23453334,.27620462,.20341843,.23003478,.27776182,5.3018823,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,dad,son,348,.02350914478302,.1382087618112564,.3152043521404266,.4010984301567078,.121979333460331,0,.005288006272167,.0557581335306168,.6781880855560303,.2607657611370087,10.82774162292481,12.98184871673584,3.819973707199097,2.769821643829346,.18867472,.11488886,.2403043508529663,-.0201774798333645,.0119102168828249,.3314135074615479,.6487147212028503,.6547809839248657,.3692409694194794,.39817521,.31579375,.14915872,.13687231,.39113122,.22138837,4.3954024,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EST,High income,High-income economies,High income,0,ESS,1960,Retrospective question,1960,max,all,799,.006176920607686,.0736981928348541,.2214410454034805,.449858546257019,.2488252967596054,0,.0026035271584988,.0492709465324879,.5664207935333252,.3817047476768494,12.42395210266113,13.50982284545898,3.669189691543579,2.870055437088013,.1632511,.11764534,.2958765625953674,.0786388516426086,.0088429944589734,.3782600462436676,.6081661581993103,.596611499786377,.4158461689949036,.33754781,.28066546,.20006154,.18172517,.28371933,.25079808,3.1289876,.41305733,,,,,,,,,,,,,,,,,,,,,
